resolution	date	title	session	agendaItem	content	keywords
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	8. The Standing Working Group elects a Bureau and a Chair in accordance with section V of the guidelines on procedures and practices for Commission bodies.[footnoteRef:5] [5: Resolution 2013/1, appendix III.] 	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	F. Meetings	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	9. The Standing Working Group meets annually. In between sessions, its work is guided by the Bureau as provided in section VI of the guidelines on procedures and practices for Commission bodies. The Working Group and its Bureau are serviced by the Commission secretariat.	[]
E/RES/2020/20	28 July 2020	Admission Of Algeria And Somalia To Membership In The Economic And Social Commission For Western Asia : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Taking note of Economic and Social Commission for Western Asia resolution 336 (S-VI) of 21 December 2019, adopted by the Commission at its sixth special session, held in Amman on 21 and 22 December 2019, and annexed to the present resolution, 	[]
E/RES/2020/20	28 July 2020	Admission Of Algeria And Somalia To Membership In The Economic And Social Commission For Western Asia : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Approves the admission of Algeria and Somalia to membership in the Economic and Social Commission for Western Asia. 	[]
E/RES/2020/20	28 July 2020	Admission Of Algeria And Somalia To Membership In The Economic And Social Commission For Western Asia : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	22 July 2020	[]
E/RES/2020/20	28 July 2020	Admission Of Algeria And Somalia To Membership In The Economic And Social Commission For Western Asia : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Annex	[]
E/RES/2020/20	28 July 2020	Admission Of Algeria And Somalia To Membership In The Economic And Social Commission For Western Asia : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Resolution 336 (S-VI)	[]
E/RES/2020/20	28 July 2020	Admission Of Algeria And Somalia To Membership In The Economic And Social Commission For Western Asia : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Requests by Algeria and Somalia for membership of the Economic and Social Commission for Western Asia	[]
E/RES/2020/20	28 July 2020	Admission Of Algeria And Somalia To Membership In The Economic And Social Commission For Western Asia : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	The Economic and Social Commission for Western Asia,	[]
E/RES/2020/20	28 July 2020	Admission Of Algeria And Somalia To Membership In The Economic And Social Commission For Western Asia : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Taking note of the communication dated 14 September 2019 from the Minister for Foreign Affairs and International Cooperation of Somalia addressed to the secretariat of the Economic and Social Commission for Western Asia, in which Somalia requested to join the Commission as a full member,	['address']
E/RES/2020/20	28 July 2020	Admission Of Algeria And Somalia To Membership In The Economic And Social Commission For Western Asia : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Taking note also of the communication dated 21 October 2019 from the Minister for Foreign Affairs of Algeria addressed to the secretariat of the Commission, in which Algeria requested to join the Commission as a full member,	['address']
E/RES/2020/20	28 July 2020	Admission Of Algeria And Somalia To Membership In The Economic And Social Commission For Western Asia : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Recalling the admission of the Sudan to the Commission in 2008 pursuant to Economic and Social Council resolution 2008/8 of 22 July 2008, the accession of Libya, Morocco and Tunisia pursuant to Council resolution 2012/1 of 10 July 2012, and the admission of Mauritania pursuant to Council resolution 2015/32 of 22 July 2015,	[]
E/RES/2020/20	28 July 2020	Admission Of Algeria And Somalia To Membership In The Economic And Social Commission For Western Asia : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Recalling also its resolution 302 (XXVII) of 10 May 2012, in which it invited all Arab countries to join the Commission,	[]
E/RES/2020/20	28 July 2020	Admission Of Algeria And Somalia To Membership In The Economic And Social Commission For Western Asia : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	1. Welcomes the requests by Algeria and Somalia to join the Economic and Social Commission for Western Asia;	[]
E/RES/2020/20	28 July 2020	Admission Of Algeria And Somalia To Membership In The Economic And Social Commission For Western Asia : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	2. Recommends that the Economic and Social Council accept the two requests;	[]
E/RES/2020/20	28 July 2020	Admission Of Algeria And Somalia To Membership In The Economic And Social Commission For Western Asia : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	3. Requests the Executive Secretary of the Commission to follow up on the implementation of the present resolution. 	[]
